Method,numP,Width,Height,Ratio,Sample Index,Time (s),Status
SSI,314,50,50,0.15,74,0.026,Completed
SSI,314,50,50,0.15,75,0.029,Completed
SSI,314,50,50,0.15,76,0.030,Completed
SSI,314,50,50,0.15,77,0.028,Completed
SSI,314,50,50,0.15,78,0.032,Completed
SSI,314,50,50,0.15,79,0.025,Completed
SSI,314,50,50,0.15,80,0.025,Completed
SSI,314,50,50,0.15,81,0.031,Completed
SSI,314,50,50,0.15,82,0.033,Completed
SSI,314,50,50,0.15,83,0.029,Completed
SSI,314,50,50,0.15,84,0.028,Completed
SSI,314,50,50,0.15,85,0.021,Completed
SSI,314,50,50,0.15,86,0.021,Completed
SSI,314,50,50,0.15,87,0.030,Completed
SSI,314,50,50,0.15,88,0.031,Completed
SSI,314,50,50,0.15,89,0.030,Completed
SSI,314,50,50,0.15,90,0.030,Completed
SSI,314,50,50,0.15,91,0.033,Completed
SSI,314,50,50,0.15,92,0.025,Completed
SSI,314,50,50,0.15,93,0.032,Completed
SSI,314,50,50,0.15,94,0.028,Completed
SSI,314,50,50,0.15,95,0.027,Completed
SSI,314,50,50,0.15,96,0.033,Completed
SSI,314,50,50,0.15,97,0.027,Completed
SSI,314,50,50,0.15,98,0.031,Completed
SSI,314,50,50,0.15,99,0.028,Completed
SSI,314,50,50,0.16,0,0.028,Completed
SSI,314,50,50,0.16,1,0.031,Completed
SSI,314,50,50,0.16,2,0.029,Completed
SSI,314,50,50,0.16,3,0.027,Completed
SSI,314,50,50,0.16,4,0.022,Completed
SSI,314,50,50,0.16,5,0.029,Completed
SSI,314,50,50,0.16,6,0.029,Completed
SSI,314,50,50,0.16,7,0.031,Completed
SSI,314,50,50,0.16,8,0.029,Completed
SSI,314,50,50,0.16,9,0.030,Completed
SSI,314,50,50,0.16,10,0.029,Completed
SSI,314,50,50,0.16,11,0.034,Completed
SSI,314,50,50,0.16,12,0.027,Completed
SSI,314,50,50,0.16,13,0.029,Completed
SSI,314,50,50,0.16,14,0.030,Completed
SSI,314,50,50,0.16,15,0.035,Completed
SSI,314,50,50,0.16,16,0.028,Completed
SSI,314,50,50,0.16,17,0.029,Completed
SSI,314,50,50,0.16,18,0.024,Completed
SSI,314,50,50,0.16,19,0.030,Completed
SSI,314,50,50,0.16,20,0.025,Completed
SSI,314,50,50,0.16,21,0.025,Completed
SSI,314,50,50,0.16,22,0.031,Completed
SSI,314,50,50,0.16,23,0.022,Completed
SSI,314,50,50,0.16,24,0.025,Completed
SSI,314,50,50,0.16,25,0.030,Completed
SSI,314,50,50,0.16,26,0.029,Completed
SSI,314,50,50,0.16,27,0.032,Completed
SSI,314,50,50,0.16,28,0.032,Completed
SSI,314,50,50,0.16,29,0.020,Completed
SSI,314,50,50,0.16,30,0.030,Completed
SSI,314,50,50,0.16,31,0.028,Completed
SSI,314,50,50,0.16,32,0.030,Completed
SSI,314,50,50,0.16,33,0.033,Completed
SSI,314,50,50,0.16,34,0.032,Completed
SSI,314,50,50,0.16,35,0.029,Completed
SSI,314,50,50,0.16,36,0.033,Completed
SSI,314,50,50,0.16,37,0.030,Completed
SSI,314,50,50,0.16,38,0.037,Completed
SSI,314,50,50,0.16,39,0.028,Completed
SSI,314,50,50,0.16,40,0.022,Completed
SSI,314,50,50,0.16,41,0.028,Completed
SSI,314,50,50,0.16,42,0.031,Completed
SSI,314,50,50,0.16,43,0.031,Completed
SSI,314,50,50,0.16,44,0.033,Completed
SSI,314,50,50,0.16,45,0.032,Completed
SSI,314,50,50,0.16,46,0.031,Completed
SSI,314,50,50,0.16,47,0.028,Completed
SSI,314,50,50,0.16,48,0.026,Completed
SSI,314,50,50,0.16,49,0.023,Completed
SSI,314,50,50,0.16,50,0.024,Completed
SSI,314,50,50,0.16,51,0.028,Completed
SSI,314,50,50,0.16,52,0.030,Completed
SSI,314,50,50,0.16,53,0.029,Completed
SSI,314,50,50,0.16,54,0.032,Completed
SSI,314,50,50,0.16,55,0.033,Completed
SSI,314,50,50,0.16,56,0.029,Completed
SSI,314,50,50,0.16,57,0.022,Completed
SSI,314,50,50,0.16,58,0.031,Completed
SSI,314,50,50,0.16,59,0.026,Completed
SSI,314,50,50,0.16,60,0.024,Completed
SSI,314,50,50,0.16,61,0.033,Completed
SSI,314,50,50,0.16,62,0.023,Completed
SSI,314,50,50,0.16,63,0.029,Completed
SSI,314,50,50,0.16,64,0.029,Completed
SSI,314,50,50,0.16,65,0.027,Completed
SSI,314,50,50,0.16,66,0.028,Completed
SSI,314,50,50,0.16,67,0.027,Completed
SSI,314,50,50,0.16,68,0.022,Completed
SSI,314,50,50,0.16,69,0.039,Completed
SSI,314,50,50,0.16,70,0.029,Completed
SSI,314,50,50,0.16,71,0.031,Completed
SSI,314,50,50,0.16,72,0.029,Completed
SSI,314,50,50,0.16,73,0.031,Completed
SSI,314,50,50,0.16,74,0.033,Completed
SSI,314,50,50,0.16,75,0.029,Completed
SSI,314,50,50,0.16,76,0.029,Completed
SSI,314,50,50,0.16,77,0.030,Completed
SSI,314,50,50,0.16,78,0.027,Completed
SSI,314,50,50,0.16,79,0.029,Completed
SSI,314,50,50,0.16,80,0.028,Completed
SSI,314,50,50,0.16,81,0.032,Completed
SSI,314,50,50,0.16,82,0.024,Completed
SSI,314,50,50,0.16,83,0.029,Completed
SSI,314,50,50,0.16,84,0.029,Completed
SSI,314,50,50,0.16,85,0.030,Completed
SSI,314,50,50,0.16,86,0.029,Completed
SSI,314,50,50,0.16,87,0.031,Completed
SSI,314,50,50,0.16,88,0.033,Completed
SSI,314,50,50,0.16,89,0.028,Completed
SSI,314,50,50,0.16,90,0.020,Completed
SSI,314,50,50,0.16,91,0.023,Completed
SSI,314,50,50,0.16,92,0.030,Completed
SSI,314,50,50,0.16,93,0.031,Completed
SSI,314,50,50,0.16,94,0.029,Completed
SSI,314,50,50,0.16,95,0.032,Completed
SSI,314,50,50,0.16,96,0.036,Completed
SSI,314,50,50,0.16,97,0.028,Completed
SSI,314,50,50,0.16,98,0.029,Completed
SSI,314,50,50,0.16,99,0.028,Completed
SSI,314,50,50,0.17,0,0.026,Completed
SSI,314,50,50,0.17,1,0.029,Completed
SSI,314,50,50,0.17,2,0.040,Completed
SSI,314,50,50,0.17,3,0.027,Completed
SSI,314,50,50,0.17,4,0.030,Completed
SSI,314,50,50,0.17,5,0.034,Completed
SSI,314,50,50,0.17,6,0.027,Completed
SSI,314,50,50,0.17,7,0.031,Completed
SSI,314,50,50,0.17,8,0.029,Completed
SSI,314,50,50,0.17,9,0.032,Completed
SSI,314,50,50,0.17,10,0.030,Completed
SSI,314,50,50,0.17,11,0.030,Completed
SSI,314,50,50,0.17,12,0.036,Completed
SSI,314,50,50,0.17,13,0.030,Completed
SSI,314,50,50,0.17,14,0.032,Completed
SSI,314,50,50,0.17,15,0.028,Completed
SSI,314,50,50,0.17,16,0.037,Completed
SSI,314,50,50,0.17,17,0.029,Completed
SSI,314,50,50,0.17,18,0.031,Completed
SSI,314,50,50,0.17,19,0.034,Completed
SSI,314,50,50,0.17,20,0.028,Completed
SSI,314,50,50,0.17,21,0.028,Completed
SSI,314,50,50,0.17,22,0.028,Completed
SSI,314,50,50,0.17,23,0.026,Completed
SSI,314,50,50,0.17,24,0.032,Completed
SSI,314,50,50,0.17,25,0.031,Completed
SSI,314,50,50,0.17,26,0.031,Completed
SSI,314,50,50,0.17,27,0.033,Completed
SSI,314,50,50,0.17,28,0.028,Completed
SSI,314,50,50,0.17,29,0.027,Completed
SSI,314,50,50,0.17,30,0.031,Completed
SSI,314,50,50,0.17,31,0.030,Completed
SSI,314,50,50,0.17,32,0.031,Completed
SSI,314,50,50,0.17,33,0.033,Completed
SSI,314,50,50,0.17,34,0.036,Completed
SSI,314,50,50,0.17,35,0.030,Completed
SSI,314,50,50,0.17,36,0.033,Completed
SSI,314,50,50,0.17,37,0.025,Completed
SSI,314,50,50,0.17,38,0.021,Completed
SSI,314,50,50,0.17,39,0.032,Completed
SSI,314,50,50,0.17,40,0.026,Completed
SSI,314,50,50,0.17,41,0.029,Completed
SSI,314,50,50,0.17,42,0.028,Completed
SSI,314,50,50,0.17,43,0.027,Completed
SSI,314,50,50,0.17,44,0.024,Completed
SSI,314,50,50,0.17,45,0.023,Completed
SSI,314,50,50,0.17,46,0.028,Completed
SSI,314,50,50,0.17,47,0.031,Completed
SSI,314,50,50,0.17,48,0.037,Completed
SSI,314,50,50,0.17,49,0.029,Completed
SSI,314,50,50,0.17,50,0.021,Completed
SSI,314,50,50,0.17,51,0.028,Completed
SSI,314,50,50,0.17,52,0.030,Completed
SSI,314,50,50,0.17,53,0.029,Completed
SSI,314,50,50,0.17,54,0.029,Completed
SSI,314,50,50,0.17,55,0.029,Completed
SSI,314,50,50,0.17,56,0.064,Completed
SSI,314,50,50,0.17,57,0.030,Completed
SSI,314,50,50,0.17,58,0.029,Completed
SSI,314,50,50,0.17,59,0.028,Completed
SSI,314,50,50,0.17,60,0.025,Completed
SSI,314,50,50,0.17,61,0.030,Completed
SSI,314,50,50,0.17,62,0.032,Completed
SSI,314,50,50,0.17,63,0.029,Completed
SSI,314,50,50,0.17,64,0.022,Completed
SSI,314,50,50,0.17,65,0.029,Completed
SSI,314,50,50,0.17,66,0.029,Completed
SSI,314,50,50,0.17,67,0.032,Completed
SSI,314,50,50,0.17,68,0.032,Completed
SSI,314,50,50,0.17,69,0.026,Completed
SSI,314,50,50,0.17,70,0.031,Completed
SSI,314,50,50,0.17,71,0.032,Completed
SSI,314,50,50,0.17,72,0.025,Completed
SSI,314,50,50,0.17,73,0.029,Completed
SSI,314,50,50,0.17,74,0.032,Completed
SSI,314,50,50,0.17,75,0.033,Completed
SSI,314,50,50,0.17,76,0.020,Completed
SSI,314,50,50,0.17,77,0.028,Completed
SSI,314,50,50,0.17,78,0.026,Completed
SSI,314,50,50,0.17,79,0.023,Completed
SSI,314,50,50,0.17,80,0.034,Completed
SSI,314,50,50,0.17,81,0.030,Completed
SSI,314,50,50,0.17,82,0.031,Completed
SSI,314,50,50,0.17,83,0.033,Completed
SSI,314,50,50,0.17,84,0.029,Completed
SSI,314,50,50,0.17,85,0.031,Completed
SSI,314,50,50,0.17,86,0.030,Completed
SSI,314,50,50,0.17,87,0.033,Completed
SSI,314,50,50,0.17,88,0.028,Completed
SSI,314,50,50,0.17,89,0.031,Completed
SSI,314,50,50,0.17,90,0.031,Completed
SSI,314,50,50,0.17,91,0.029,Completed
SSI,314,50,50,0.17,92,0.026,Completed
SSI,314,50,50,0.17,93,0.021,Completed
SSI,314,50,50,0.17,94,0.029,Completed
SSI,314,50,50,0.17,95,0.026,Completed
SSI,314,50,50,0.17,96,0.024,Completed
SSI,314,50,50,0.17,97,0.030,Completed
SSI,314,50,50,0.17,98,0.028,Completed
SSI,314,50,50,0.17,99,0.029,Completed
SSI,314,50,50,0.18,0,0.029,Completed
SSI,314,50,50,0.18,1,0.026,Completed
SSI,314,50,50,0.18,2,0.023,Completed
SSI,314,50,50,0.18,3,0.028,Completed
SSI,314,50,50,0.18,4,0.031,Completed
SSI,314,50,50,0.18,5,0.029,Completed
SSI,314,50,50,0.18,6,0.031,Completed
SSI,314,50,50,0.18,7,0.025,Completed
SSI,314,50,50,0.18,8,0.024,Completed
SSI,314,50,50,0.18,9,0.024,Completed
SSI,314,50,50,0.18,10,0.028,Completed
SSI,314,50,50,0.18,11,0.030,Completed
SSI,314,50,50,0.18,12,0.035,Completed
SSI,314,50,50,0.18,13,0.029,Completed
SSI,314,50,50,0.18,14,0.033,Completed
SSI,314,50,50,0.18,15,0.029,Completed
SSI,314,50,50,0.18,16,0.029,Completed
SSI,314,50,50,0.18,17,0.031,Completed
SSI,314,50,50,0.18,18,0.025,Completed
SSI,314,50,50,0.18,19,0.031,Completed
SSI,314,50,50,0.18,20,0.027,Completed
SSI,314,50,50,0.18,21,0.038,Completed
SSI,314,50,50,0.18,22,0.031,Completed
SSI,314,50,50,0.18,23,0.031,Completed
SSI,314,50,50,0.18,24,0.031,Completed
SSI,314,50,50,0.18,25,0.026,Completed
SSI,314,50,50,0.18,26,0.024,Completed
SSI,314,50,50,0.18,27,0.031,Completed
SSI,314,50,50,0.18,28,0.030,Completed
SSI,314,50,50,0.18,29,0.030,Completed
SSI,314,50,50,0.18,30,0.028,Completed
SSI,314,50,50,0.18,31,0.026,Completed
SSI,314,50,50,0.18,32,0.030,Completed
SSI,314,50,50,0.18,33,0.029,Completed
SSI,314,50,50,0.18,34,0.030,Completed
SSI,314,50,50,0.18,35,0.030,Completed
SSI,314,50,50,0.18,36,0.030,Completed
SSI,314,50,50,0.18,37,0.027,Completed
SSI,314,50,50,0.18,38,0.035,Completed
SSI,314,50,50,0.18,39,0.030,Completed
SSI,314,50,50,0.18,40,0.029,Completed
SSI,314,50,50,0.18,41,0.030,Completed
SSI,314,50,50,0.18,42,0.031,Completed
SSI,314,50,50,0.18,43,0.032,Completed
SSI,314,50,50,0.18,44,0.029,Completed
SSI,314,50,50,0.18,45,0.031,Completed
SSI,314,50,50,0.18,46,0.030,Completed
SSI,314,50,50,0.18,47,0.031,Completed
SSI,314,50,50,0.18,48,0.034,Completed
SSI,314,50,50,0.18,49,0.031,Completed
SSI,314,50,50,0.18,50,0.030,Completed
SSI,314,50,50,0.18,51,0.032,Completed
SSI,314,50,50,0.18,52,0.033,Completed
SSI,314,50,50,0.18,53,0.031,Completed
SSI,314,50,50,0.18,54,0.030,Completed
SSI,314,50,50,0.18,55,0.030,Completed
SSI,314,50,50,0.18,56,0.043,Completed
SSI,314,50,50,0.18,57,0.033,Completed
SSI,314,50,50,0.18,58,0.030,Completed
SSI,314,50,50,0.18,59,0.029,Completed
SSI,314,50,50,0.18,60,0.042,Completed
SSI,314,50,50,0.18,61,0.033,Completed
SSI,314,50,50,0.18,62,0.034,Completed
SSI,314,50,50,0.18,63,0.031,Completed
SSI,314,50,50,0.18,64,0.032,Completed
SSI,314,50,50,0.18,65,0.033,Completed
SSI,314,50,50,0.18,66,0.031,Completed
SSI,314,50,50,0.18,67,0.034,Completed
SSI,314,50,50,0.18,68,0.029,Completed
SSI,314,50,50,0.18,69,0.030,Completed
SSI,314,50,50,0.18,70,0.033,Completed
SSI,314,50,50,0.18,71,0.034,Completed
SSI,314,50,50,0.18,72,0.030,Completed
SSI,314,50,50,0.18,73,0.034,Completed
SSI,314,50,50,0.18,74,0.030,Completed
SSI,314,50,50,0.18,75,0.032,Completed
SSI,314,50,50,0.18,76,0.033,Completed
SSI,314,50,50,0.18,77,0.034,Completed
SSI,314,50,50,0.18,78,0.031,Completed
SSI,314,50,50,0.18,79,0.034,Completed
SSI,314,50,50,0.18,80,0.030,Completed
SSI,314,50,50,0.18,81,0.020,Completed
SSI,314,50,50,0.18,82,0.028,Completed
SSI,314,50,50,0.18,83,0.025,Completed
SSI,314,50,50,0.18,84,0.032,Completed
SSI,314,50,50,0.18,85,0.032,Completed
SSI,314,50,50,0.18,86,0.031,Completed
SSI,314,50,50,0.18,87,0.032,Completed
SSI,314,50,50,0.18,88,0.034,Completed
SSI,314,50,50,0.18,89,0.031,Completed
SSI,314,50,50,0.18,90,0.030,Completed
SSI,314,50,50,0.18,91,0.033,Completed
SSI,314,50,50,0.18,92,0.026,Completed
SSI,314,50,50,0.18,93,0.032,Completed
SSI,314,50,50,0.18,94,0.028,Completed
SSI,314,50,50,0.18,95,0.026,Completed
SSI,314,50,50,0.18,96,0.029,Completed
SSI,314,50,50,0.18,97,0.029,Completed
SSI,314,50,50,0.18,98,0.029,Completed
SSI,314,50,50,0.18,99,0.032,Completed
SSI,314,50,50,0.19,0,0.034,Completed
SSI,314,50,50,0.19,1,0.031,Completed
SSI,314,50,50,0.19,2,0.031,Completed
SSI,314,50,50,0.19,3,0.033,Completed
SSI,314,50,50,0.19,4,0.034,Completed
SSI,314,50,50,0.19,5,0.032,Completed
SSI,314,50,50,0.19,6,0.038,Completed
SSI,314,50,50,0.19,7,0.031,Completed
SSI,314,50,50,0.19,8,0.039,Completed
SSI,314,50,50,0.19,9,0.029,Completed
SSI,314,50,50,0.19,10,0.030,Completed
SSI,314,50,50,0.19,11,0.034,Completed
SSI,314,50,50,0.19,12,0.032,Completed
SSI,314,50,50,0.19,13,0.034,Completed
SSI,314,50,50,0.19,14,0.036,Completed
SSI,314,50,50,0.19,15,0.030,Completed
SSI,314,50,50,0.19,16,0.038,Completed
SSI,314,50,50,0.19,17,0.033,Completed
SSI,314,50,50,0.19,18,0.035,Completed
SSI,314,50,50,0.19,19,0.030,Completed
SSI,314,50,50,0.19,20,0.031,Completed
SSI,314,50,50,0.19,21,0.027,Completed
SSI,314,50,50,0.19,22,0.030,Completed
SSI,314,50,50,0.19,23,0.031,Completed
SSI,314,50,50,0.19,24,0.030,Completed
SSI,314,50,50,0.19,25,0.031,Completed
SSI,314,50,50,0.19,26,0.032,Completed
SSI,314,50,50,0.19,27,0.026,Completed
SSI,314,50,50,0.19,28,0.035,Completed
SSI,314,50,50,0.19,29,0.031,Completed
SSI,314,50,50,0.19,30,0.033,Completed
SSI,314,50,50,0.19,31,0.030,Completed
SSI,314,50,50,0.19,32,0.031,Completed
SSI,314,50,50,0.19,33,0.039,Completed
SSI,314,50,50,0.19,34,0.031,Completed
SSI,314,50,50,0.19,35,0.030,Completed
SSI,314,50,50,0.19,36,0.031,Completed
SSI,314,50,50,0.19,37,0.027,Completed
SSI,314,50,50,0.19,38,0.024,Completed
SSI,314,50,50,0.19,39,0.030,Completed
SSI,314,50,50,0.19,40,0.027,Completed
SSI,314,50,50,0.19,41,0.032,Completed
SSI,314,50,50,0.19,42,0.030,Completed
SSI,314,50,50,0.19,43,0.031,Completed
SSI,314,50,50,0.19,44,0.030,Completed
SSI,314,50,50,0.19,45,0.032,Completed
SSI,314,50,50,0.19,46,0.034,Completed
SSI,314,50,50,0.19,47,0.032,Completed
SSI,314,50,50,0.19,48,0.037,Completed
SSI,314,50,50,0.19,49,0.031,Completed
SSI,314,50,50,0.19,50,0.031,Completed
SSI,314,50,50,0.19,51,0.033,Completed
SSI,314,50,50,0.19,52,0.030,Completed
SSI,314,50,50,0.19,53,0.032,Completed
SSI,314,50,50,0.19,54,0.033,Completed
SSI,314,50,50,0.19,55,0.030,Completed
SSI,314,50,50,0.19,56,0.027,Completed
SSI,314,50,50,0.19,57,0.027,Completed
SSI,314,50,50,0.19,58,0.029,Completed
SSI,314,50,50,0.19,59,0.026,Completed
SSI,314,50,50,0.19,60,0.032,Completed
SSI,314,50,50,0.19,61,0.035,Completed
SSI,314,50,50,0.19,62,0.031,Completed
SSI,314,50,50,0.19,63,0.031,Completed
SSI,314,50,50,0.19,64,0.035,Completed
SSI,314,50,50,0.19,65,0.031,Completed
SSI,314,50,50,0.19,66,0.030,Completed
SSI,314,50,50,0.19,67,0.035,Completed
SSI,314,50,50,0.19,68,0.029,Completed
SSI,314,50,50,0.19,69,0.032,Completed
SSI,314,50,50,0.19,70,0.033,Completed
SSI,314,50,50,0.19,71,0.034,Completed
SSI,314,50,50,0.19,72,0.031,Completed
SSI,314,50,50,0.19,73,0.044,Completed
SSI,314,50,50,0.19,74,0.031,Completed
SSI,314,50,50,0.19,75,0.034,Completed
SSI,314,50,50,0.19,76,0.030,Completed
SSI,314,50,50,0.19,77,0.039,Completed
SSI,314,50,50,0.19,78,0.031,Completed
SSI,314,50,50,0.19,79,0.036,Completed
SSI,314,50,50,0.19,80,0.031,Completed
SSI,314,50,50,0.19,81,0.029,Completed
SSI,314,50,50,0.19,82,0.040,Completed
SSI,314,50,50,0.19,83,0.031,Completed
SSI,314,50,50,0.19,84,0.029,Completed
SSI,314,50,50,0.19,85,0.035,Completed
SSI,314,50,50,0.19,86,0.033,Completed
SSI,314,50,50,0.19,87,0.033,Completed
SSI,314,50,50,0.19,88,0.033,Completed
SSI,314,50,50,0.19,89,0.032,Completed
SSI,314,50,50,0.19,90,0.035,Completed
SSI,314,50,50,0.19,91,0.031,Completed
SSI,314,50,50,0.19,92,0.031,Completed
SSI,314,50,50,0.19,93,0.031,Completed
SSI,314,50,50,0.19,94,0.032,Completed
SSI,314,50,50,0.19,95,0.033,Completed
SSI,314,50,50,0.19,96,0.033,Completed
SSI,314,50,50,0.19,97,0.033,Completed
SSI,314,50,50,0.19,98,0.035,Completed
SSI,314,50,50,0.19,99,0.032,Completed
SSI,314,50,50,0.20,0,0.031,Completed
SSI,314,50,50,0.20,1,0.032,Completed
SSI,314,50,50,0.20,2,0.030,Completed
SSI,314,50,50,0.20,3,0.031,Completed
SSI,314,50,50,0.20,4,0.039,Completed
SSI,314,50,50,0.20,5,0.033,Completed
SSI,314,50,50,0.20,6,0.026,Completed
SSI,314,50,50,0.20,7,0.030,Completed
SSI,314,50,50,0.20,8,0.040,Completed
SSI,314,50,50,0.20,9,0.035,Completed
SSI,314,50,50,0.20,10,0.031,Completed
SSI,314,50,50,0.20,11,0.038,Completed
SSI,314,50,50,0.20,12,0.031,Completed
SSI,314,50,50,0.20,13,0.039,Completed
SSI,314,50,50,0.20,14,0.033,Completed
SSI,314,50,50,0.20,15,0.029,Completed
SSI,314,50,50,0.20,16,0.030,Completed
SSI,314,50,50,0.20,17,0.027,Completed
SSI,314,50,50,0.20,18,0.031,Completed
SSI,314,50,50,0.20,19,0.027,Completed
SSI,314,50,50,0.20,20,0.039,Completed
SSI,314,50,50,0.20,21,0.036,Completed
SSI,314,50,50,0.20,22,0.033,Completed
SSI,314,50,50,0.20,23,0.035,Completed
SSI,314,50,50,0.20,24,0.030,Completed
SSI,314,50,50,0.20,25,0.038,Completed
SSI,314,50,50,0.20,26,0.030,Completed
SSI,314,50,50,0.20,27,0.039,Completed
SSI,314,50,50,0.20,28,0.035,Completed
SSI,314,50,50,0.20,29,0.031,Completed
SSI,314,50,50,0.20,30,0.027,Completed
SSI,314,50,50,0.20,31,0.032,Completed
SSI,314,50,50,0.20,32,0.034,Completed
SSI,314,50,50,0.20,33,0.030,Completed
SSI,314,50,50,0.20,34,0.032,Completed
SSI,314,50,50,0.20,35,0.033,Completed
SSI,314,50,50,0.20,36,0.031,Completed
SSI,314,50,50,0.20,37,0.030,Completed
SSI,314,50,50,0.20,38,0.031,Completed
SSI,314,50,50,0.20,39,0.034,Completed
SSI,314,50,50,0.20,40,0.030,Completed
SSI,314,50,50,0.20,41,0.031,Completed
SSI,314,50,50,0.20,42,0.040,Completed
SSI,314,50,50,0.20,43,0.034,Completed
SSI,314,50,50,0.20,44,0.030,Completed
SSI,314,50,50,0.20,45,0.034,Completed
SSI,314,50,50,0.20,46,0.029,Completed
SSI,314,50,50,0.20,47,0.039,Completed
SSI,314,50,50,0.20,48,0.030,Completed
SSI,314,50,50,0.20,49,0.040,Completed
SSI,314,50,50,0.20,50,0.035,Completed
SSI,314,50,50,0.20,51,0.032,Completed
SSI,314,50,50,0.20,52,0.033,Completed
SSI,314,50,50,0.20,53,0.031,Completed
SSI,314,50,50,0.20,54,0.030,Completed
SSI,314,50,50,0.20,55,0.030,Completed
SSI,314,50,50,0.20,56,0.031,Completed
SSI,314,50,50,0.20,57,0.039,Completed
SSI,314,50,50,0.20,58,0.031,Completed
SSI,314,50,50,0.20,59,0.033,Completed
SSI,314,50,50,0.20,60,0.029,Completed
SSI,314,50,50,0.20,61,0.034,Completed
SSI,314,50,50,0.20,62,0.034,Completed
SSI,314,50,50,0.20,63,0.031,Completed
SSI,314,50,50,0.20,64,0.027,Completed
SSI,314,50,50,0.20,65,0.040,Completed
SSI,314,50,50,0.20,66,0.030,Completed
SSI,314,50,50,0.20,67,0.030,Completed
SSI,314,50,50,0.20,68,0.029,Completed
SSI,314,50,50,0.20,69,0.030,Completed
SSI,314,50,50,0.20,70,0.031,Completed
SSI,314,50,50,0.20,71,0.030,Completed
SSI,314,50,50,0.20,72,0.030,Completed
SSI,314,50,50,0.20,73,0.030,Completed
SSI,314,50,50,0.20,74,0.032,Completed
SSI,314,50,50,0.20,75,0.035,Completed
SSI,314,50,50,0.20,76,0.030,Completed
SSI,314,50,50,0.20,77,0.039,Completed
SSI,314,50,50,0.20,78,0.031,Completed
SSI,314,50,50,0.20,79,0.035,Completed
SSI,314,50,50,0.20,80,0.030,Completed
SSI,314,50,50,0.20,81,0.037,Completed
SSI,314,50,50,0.20,82,0.042,Completed
SSI,314,50,50,0.20,83,0.038,Completed
SSI,314,50,50,0.20,84,0.030,Completed
SSI,314,50,50,0.20,85,0.030,Completed
SSI,314,50,50,0.20,86,0.042,Completed
SSI,314,50,50,0.20,87,0.038,Completed
SSI,314,50,50,0.20,88,0.030,Completed
SSI,314,50,50,0.20,89,0.040,Completed
SSI,314,50,50,0.20,90,0.031,Completed
SSI,314,50,50,0.20,91,0.034,Completed
SSI,314,50,50,0.20,92,0.033,Completed
SSI,314,50,50,0.20,93,0.031,Completed
SSI,314,50,50,0.20,94,0.040,Completed
SSI,314,50,50,0.20,95,0.029,Completed
SSI,314,50,50,0.20,96,0.030,Completed
SSI,314,50,50,0.20,97,0.035,Completed
SSI,314,50,50,0.20,98,0.032,Completed
SSI,314,50,50,0.20,99,0.038,Completed
SSI,314,50,50,0.21,0,0.029,Completed
SSI,314,50,50,0.21,1,0.033,Completed
SSI,314,50,50,0.21,2,0.039,Completed
SSI,314,50,50,0.21,3,0.038,Completed
SSI,314,50,50,0.21,4,0.029,Completed
SSI,314,50,50,0.21,5,0.033,Completed
SSI,314,50,50,0.21,6,0.039,Completed
SSI,314,50,50,0.21,7,0.029,Completed
SSI,314,50,50,0.21,8,0.030,Completed
SSI,314,50,50,0.21,9,0.031,Completed
SSI,314,50,50,0.21,10,0.031,Completed
SSI,314,50,50,0.21,11,0.034,Completed
SSI,314,50,50,0.21,12,0.032,Completed
SSI,314,50,50,0.21,13,0.033,Completed
SSI,314,50,50,0.21,14,0.036,Completed
SSI,314,50,50,0.21,15,0.031,Completed
SSI,314,50,50,0.21,16,0.039,Completed
SSI,314,50,50,0.21,17,0.038,Completed
SSI,314,50,50,0.21,18,0.029,Completed
SSI,314,50,50,0.21,19,0.038,Completed
SSI,314,50,50,0.21,20,0.030,Completed
SSI,314,50,50,0.21,21,0.040,Completed
SSI,314,50,50,0.21,22,0.036,Completed
SSI,314,50,50,0.21,23,0.030,Completed
SSI,314,50,50,0.21,24,0.032,Completed
SSI,314,50,50,0.21,25,0.040,Completed
SSI,314,50,50,0.21,26,0.029,Completed
SSI,314,50,50,0.21,27,0.032,Completed
SSI,314,50,50,0.21,28,0.034,Completed
SSI,314,50,50,0.21,29,0.038,Completed
SSI,314,50,50,0.21,30,0.029,Completed
SSI,314,50,50,0.21,31,0.050,Completed
SSI,314,50,50,0.21,32,0.040,Completed
SSI,314,50,50,0.21,33,0.034,Completed
SSI,314,50,50,0.21,34,0.039,Completed
SSI,314,50,50,0.21,35,0.039,Completed
SSI,314,50,50,0.21,36,0.029,Completed
SSI,314,50,50,0.21,37,0.033,Completed
SSI,314,50,50,0.21,38,0.034,Completed
SSI,314,50,50,0.21,39,0.031,Completed
SSI,314,50,50,0.21,40,0.039,Completed
SSI,314,50,50,0.21,41,0.031,Completed
SSI,314,50,50,0.21,42,0.029,Completed
SSI,314,50,50,0.21,43,0.039,Completed
SSI,314,50,50,0.21,44,0.031,Completed
SSI,314,50,50,0.21,45,0.035,Completed
SSI,314,50,50,0.21,46,0.035,Completed
SSI,314,50,50,0.21,47,0.029,Completed
SSI,314,50,50,0.21,48,0.031,Completed
SSI,314,50,50,0.21,49,0.032,Completed
SSI,314,50,50,0.21,50,0.040,Completed
SSI,314,50,50,0.21,51,0.034,Completed
SSI,314,50,50,0.21,52,0.030,Completed
SSI,314,50,50,0.21,53,0.039,Completed
SSI,314,50,50,0.21,54,0.029,Completed
SSI,314,50,50,0.21,55,0.040,Completed
