Method,numP,Width,Height,Ratio,Sample Index,Time (s),Status
SSI,314,50,50,0.21,56,0.035,Completed
SSI,314,50,50,0.21,57,0.029,Completed
SSI,314,50,50,0.21,58,0.034,Completed
SSI,314,50,50,0.21,59,0.032,Completed
SSI,314,50,50,0.21,60,0.032,Completed
SSI,314,50,50,0.21,61,0.039,Completed
SSI,314,50,50,0.21,62,0.034,Completed
SSI,314,50,50,0.21,63,0.031,Completed
SSI,314,50,50,0.21,64,0.034,Completed
SSI,314,50,50,0.21,65,0.030,Completed
SSI,314,50,50,0.21,66,0.039,Completed
SSI,314,50,50,0.21,67,0.029,Completed
SSI,314,50,50,0.21,68,0.040,Completed
SSI,314,50,50,0.21,69,0.027,Completed
SSI,314,50,50,0.21,70,0.032,Completed
SSI,314,50,50,0.21,71,0.039,Completed
SSI,314,50,50,0.21,72,0.031,Completed
SSI,314,50,50,0.21,73,0.032,Completed
SSI,314,50,50,0.21,74,0.041,Completed
SSI,314,50,50,0.21,75,0.033,Completed
SSI,314,50,50,0.21,76,0.036,Completed
SSI,314,50,50,0.21,77,0.030,Completed
SSI,314,50,50,0.21,78,0.035,Completed
SSI,314,50,50,0.21,79,0.031,Completed
SSI,314,50,50,0.21,80,0.033,Completed
SSI,314,50,50,0.21,81,0.035,Completed
SSI,314,50,50,0.21,82,0.038,Completed
SSI,314,50,50,0.21,83,0.040,Completed
SSI,314,50,50,0.21,84,0.026,Completed
SSI,314,50,50,0.21,85,0.032,Completed
SSI,314,50,50,0.21,86,0.034,Completed
SSI,314,50,50,0.21,87,0.032,Completed
SSI,314,50,50,0.21,88,0.031,Completed
SSI,314,50,50,0.21,89,0.032,Completed
SSI,314,50,50,0.21,90,0.029,Completed
SSI,314,50,50,0.21,91,0.030,Completed
SSI,314,50,50,0.21,92,0.041,Completed
SSI,314,50,50,0.21,93,0.034,Completed
SSI,314,50,50,0.21,94,0.029,Completed
SSI,314,50,50,0.21,95,0.040,Completed
SSI,314,50,50,0.21,96,0.031,Completed
SSI,314,50,50,0.21,97,0.039,Completed
SSI,314,50,50,0.21,98,0.033,Completed
SSI,314,50,50,0.21,99,0.030,Completed
SSI,314,50,50,0.22,0,0.031,Completed
SSI,314,50,50,0.22,1,0.043,Completed
SSI,314,50,50,0.22,2,0.046,Completed
SSI,314,50,50,0.22,3,0.032,Completed
SSI,314,50,50,0.22,4,0.040,Completed
SSI,314,50,50,0.22,5,0.034,Completed
SSI,314,50,50,0.22,6,0.039,Completed
SSI,314,50,50,0.22,7,0.031,Completed
SSI,314,50,50,0.22,8,0.031,Completed
SSI,314,50,50,0.22,9,0.034,Completed
SSI,314,50,50,0.22,10,0.039,Completed
SSI,314,50,50,0.22,11,0.031,Completed
SSI,314,50,50,0.22,12,0.031,Completed
SSI,314,50,50,0.22,13,0.041,Completed
SSI,314,50,50,0.22,14,0.034,Completed
SSI,314,50,50,0.22,15,0.038,Completed
SSI,314,50,50,0.22,16,0.029,Completed
SSI,314,50,50,0.22,17,0.040,Completed
SSI,314,50,50,0.22,18,0.030,Completed
SSI,314,50,50,0.22,19,0.045,Completed
SSI,314,50,50,0.22,20,0.031,Completed
SSI,314,50,50,0.22,21,0.035,Completed
SSI,314,50,50,0.22,22,0.034,Completed
SSI,314,50,50,0.22,23,0.030,Completed
SSI,314,50,50,0.22,24,0.036,Completed
SSI,314,50,50,0.22,25,0.039,Completed
SSI,314,50,50,0.22,26,0.034,Completed
SSI,314,50,50,0.22,27,0.034,Completed
SSI,314,50,50,0.22,28,0.030,Completed
SSI,314,50,50,0.22,29,0.036,Completed
SSI,314,50,50,0.22,30,0.034,Completed
SSI,314,50,50,0.22,31,0.033,Completed
SSI,314,50,50,0.22,32,0.030,Completed
SSI,314,50,50,0.22,33,0.039,Completed
SSI,314,50,50,0.22,34,0.031,Completed
SSI,314,50,50,0.22,35,0.039,Completed
SSI,314,50,50,0.22,36,0.033,Completed
SSI,314,50,50,0.22,37,0.031,Completed
SSI,314,50,50,0.22,38,0.038,Completed
SSI,314,50,50,0.22,39,0.030,Completed
SSI,314,50,50,0.22,40,0.032,Completed
SSI,314,50,50,0.22,41,0.033,Completed
SSI,314,50,50,0.22,42,0.033,Completed
SSI,314,50,50,0.22,43,0.034,Completed
SSI,314,50,50,0.22,44,0.037,Completed
SSI,314,50,50,0.22,45,0.037,Completed
SSI,314,50,50,0.22,46,0.038,Completed
SSI,314,50,50,0.22,47,0.029,Completed
SSI,314,50,50,0.22,48,0.031,Completed
SSI,314,50,50,0.22,49,0.039,Completed
SSI,314,50,50,0.22,50,0.038,Completed
SSI,314,50,50,0.22,51,0.037,Completed
SSI,314,50,50,0.22,52,0.036,Completed
SSI,314,50,50,0.22,53,0.032,Completed
SSI,314,50,50,0.22,54,0.031,Completed
SSI,314,50,50,0.22,55,0.034,Completed
SSI,314,50,50,0.22,56,0.031,Completed
SSI,314,50,50,0.22,57,0.039,Completed
SSI,314,50,50,0.22,58,0.031,Completed
SSI,314,50,50,0.22,59,0.033,Completed
SSI,314,50,50,0.22,60,0.035,Completed
SSI,314,50,50,0.22,61,0.032,Completed
SSI,314,50,50,0.22,62,0.031,Completed
SSI,314,50,50,0.22,63,0.034,Completed
SSI,314,50,50,0.22,64,0.030,Completed
SSI,314,50,50,0.22,65,0.040,Completed
SSI,314,50,50,0.22,66,0.031,Completed
SSI,314,50,50,0.22,67,0.031,Completed
SSI,314,50,50,0.22,68,0.033,Completed
SSI,314,50,50,0.22,69,0.031,Completed
SSI,314,50,50,0.22,70,0.031,Completed
SSI,314,50,50,0.22,71,0.042,Completed
SSI,314,50,50,0.22,72,0.034,Completed
SSI,314,50,50,0.22,73,0.031,Completed
SSI,314,50,50,0.22,74,0.040,Completed
SSI,314,50,50,0.22,75,0.029,Completed
SSI,314,50,50,0.22,76,0.030,Completed
SSI,314,50,50,0.22,77,0.031,Completed
SSI,314,50,50,0.22,78,0.032,Completed
SSI,314,50,50,0.22,79,0.033,Completed
SSI,314,50,50,0.22,80,0.035,Completed
SSI,314,50,50,0.22,81,0.034,Completed
SSI,314,50,50,0.22,82,0.040,Completed
SSI,314,50,50,0.22,83,0.040,Completed
SSI,314,50,50,0.22,84,0.037,Completed
SSI,314,50,50,0.22,85,0.040,Completed
SSI,314,50,50,0.22,86,0.030,Completed
SSI,314,50,50,0.22,87,0.035,Completed
SSI,314,50,50,0.22,88,0.036,Completed
SSI,314,50,50,0.22,89,0.031,Completed
SSI,314,50,50,0.22,90,0.035,Completed
SSI,314,50,50,0.22,91,0.033,Completed
SSI,314,50,50,0.22,92,0.034,Completed
SSI,314,50,50,0.22,93,0.032,Completed
SSI,314,50,50,0.22,94,0.037,Completed
SSI,314,50,50,0.22,95,0.040,Completed
SSI,314,50,50,0.22,96,0.037,Completed
SSI,314,50,50,0.22,97,0.030,Completed
SSI,314,50,50,0.22,98,0.039,Completed
SSI,314,50,50,0.22,99,0.039,Completed
SSI,314,50,50,0.23,0,0.039,Completed
SSI,314,50,50,0.23,1,0.040,Completed
SSI,314,50,50,0.23,2,0.038,Completed
SSI,314,50,50,0.23,3,0.034,Completed
SSI,314,50,50,0.23,4,0.031,Completed
SSI,314,50,50,0.23,5,0.041,Completed
SSI,314,50,50,0.23,6,0.034,Completed
SSI,314,50,50,0.23,7,0.034,Completed
SSI,314,50,50,0.23,8,0.033,Completed
SSI,314,50,50,0.23,9,0.036,Completed
SSI,314,50,50,0.23,10,0.032,Completed
SSI,314,50,50,0.23,11,0.042,Completed
SSI,314,50,50,0.23,12,0.037,Completed
SSI,314,50,50,0.23,13,0.040,Completed
SSI,314,50,50,0.23,14,0.034,Completed
SSI,314,50,50,0.23,15,0.032,Completed
SSI,314,50,50,0.23,16,0.036,Completed
SSI,314,50,50,0.23,17,0.035,Completed
SSI,314,50,50,0.23,18,0.043,Completed
SSI,314,50,50,0.23,19,0.041,Completed
SSI,314,50,50,0.23,20,0.039,Completed
SSI,314,50,50,0.23,21,0.035,Completed
SSI,314,50,50,0.23,22,0.036,Completed
SSI,314,50,50,0.23,23,0.039,Completed
SSI,314,50,50,0.23,24,0.035,Completed
SSI,314,50,50,0.23,25,0.036,Completed
SSI,314,50,50,0.23,26,0.039,Completed
SSI,314,50,50,0.23,27,0.030,Completed
SSI,314,50,50,0.23,28,0.033,Completed
SSI,314,50,50,0.23,29,0.037,Completed
SSI,314,50,50,0.23,30,0.040,Completed
SSI,314,50,50,0.23,31,0.044,Completed
SSI,314,50,50,0.23,32,0.035,Completed
SSI,314,50,50,0.23,33,0.044,Completed
SSI,314,50,50,0.23,34,0.036,Completed
SSI,314,50,50,0.23,35,0.041,Completed
SSI,314,50,50,0.23,36,0.039,Completed
SSI,314,50,50,0.23,37,0.034,Completed
SSI,314,50,50,0.23,38,0.034,Completed
SSI,314,50,50,0.23,39,0.030,Completed
SSI,314,50,50,0.23,40,0.031,Completed
SSI,314,50,50,0.23,41,0.040,Completed
SSI,314,50,50,0.23,42,0.040,Completed
SSI,314,50,50,0.23,43,0.036,Completed
SSI,314,50,50,0.23,44,0.039,Completed
SSI,314,50,50,0.23,45,0.031,Completed
SSI,314,50,50,0.23,46,0.036,Completed
SSI,314,50,50,0.23,47,0.035,Completed
SSI,314,50,50,0.23,48,0.040,Completed
SSI,314,50,50,0.23,49,0.039,Completed
SSI,314,50,50,0.23,50,0.038,Completed
SSI,314,50,50,0.23,51,0.039,Completed
SSI,314,50,50,0.23,52,0.030,Completed
SSI,314,50,50,0.23,53,0.032,Completed
SSI,314,50,50,0.23,54,0.030,Completed
SSI,314,50,50,0.23,55,0.040,Completed
SSI,314,50,50,0.23,56,0.036,Completed
SSI,314,50,50,0.23,57,0.038,Completed
SSI,314,50,50,0.23,58,0.030,Completed
SSI,314,50,50,0.23,59,0.031,Completed
SSI,314,50,50,0.23,60,0.036,Completed
SSI,314,50,50,0.23,61,0.039,Completed
SSI,314,50,50,0.23,62,0.033,Completed
SSI,314,50,50,0.23,63,0.033,Completed
SSI,314,50,50,0.23,64,0.032,Completed
SSI,314,50,50,0.23,65,0.038,Completed
SSI,314,50,50,0.23,66,0.039,Completed
SSI,314,50,50,0.23,67,0.039,Completed
SSI,314,50,50,0.23,68,0.032,Completed
SSI,314,50,50,0.23,69,0.036,Completed
SSI,314,50,50,0.23,70,0.040,Completed
SSI,314,50,50,0.23,71,0.040,Completed
SSI,314,50,50,0.23,72,0.039,Completed
SSI,314,50,50,0.23,73,0.029,Completed
SSI,314,50,50,0.23,74,0.030,Completed
SSI,314,50,50,0.23,75,0.038,Completed
SSI,314,50,50,0.23,76,0.038,Completed
SSI,314,50,50,0.23,77,0.045,Completed
SSI,314,50,50,0.23,78,0.036,Completed
SSI,314,50,50,0.23,79,0.039,Completed
SSI,314,50,50,0.23,80,0.039,Completed
SSI,314,50,50,0.23,81,0.033,Completed
SSI,314,50,50,0.23,82,0.032,Completed
SSI,314,50,50,0.23,83,0.032,Completed
SSI,314,50,50,0.23,84,0.034,Completed
SSI,314,50,50,0.23,85,0.038,Completed
SSI,314,50,50,0.23,86,0.039,Completed
SSI,314,50,50,0.23,87,0.037,Completed
SSI,314,50,50,0.23,88,0.031,Completed
SSI,314,50,50,0.23,89,0.033,Completed
SSI,314,50,50,0.23,90,0.036,Completed
SSI,314,50,50,0.23,91,0.036,Completed
SSI,314,50,50,0.23,92,0.039,Completed
SSI,314,50,50,0.23,93,0.030,Completed
SSI,314,50,50,0.23,94,0.044,Completed
SSI,314,50,50,0.23,95,0.038,Completed
SSI,314,50,50,0.23,96,0.037,Completed
SSI,314,50,50,0.23,97,0.034,Completed
SSI,314,50,50,0.23,98,0.039,Completed
SSI,314,50,50,0.23,99,0.040,Completed
SSI,314,50,50,0.24,0,0.036,Completed
SSI,314,50,50,0.24,1,0.039,Completed
SSI,314,50,50,0.24,2,0.041,Completed
SSI,314,50,50,0.24,3,0.039,Completed
SSI,314,50,50,0.24,4,0.036,Completed
SSI,314,50,50,0.24,5,0.037,Completed
SSI,314,50,50,0.24,6,0.040,Completed
SSI,314,50,50,0.24,7,0.040,Completed
SSI,314,50,50,0.24,8,0.039,Completed
SSI,314,50,50,0.24,9,0.043,Completed
SSI,314,50,50,0.24,10,0.035,Completed
SSI,314,50,50,0.24,11,0.044,Completed
SSI,314,50,50,0.24,12,0.034,Completed
SSI,314,50,50,0.24,13,0.038,Completed
SSI,314,50,50,0.24,14,0.029,Completed
SSI,314,50,50,0.24,15,0.039,Completed
SSI,314,50,50,0.24,16,0.039,Completed
SSI,314,50,50,0.24,17,0.040,Completed
SSI,314,50,50,0.24,18,0.039,Completed
SSI,314,50,50,0.24,19,0.040,Completed
SSI,314,50,50,0.24,20,0.036,Completed
SSI,314,50,50,0.24,21,0.041,Completed
SSI,314,50,50,0.24,22,0.040,Completed
SSI,314,50,50,0.24,23,0.039,Completed
SSI,314,50,50,0.24,24,0.035,Completed
SSI,314,50,50,0.24,25,0.033,Completed
SSI,314,50,50,0.24,26,0.044,Completed
SSI,314,50,50,0.24,27,0.032,Completed
SSI,314,50,50,0.24,28,0.038,Completed
SSI,314,50,50,0.24,29,0.039,Completed
SSI,314,50,50,0.24,30,0.038,Completed
SSI,314,50,50,0.24,31,0.040,Completed
SSI,314,50,50,0.24,32,0.029,Completed
SSI,314,50,50,0.24,33,0.038,Completed
SSI,314,50,50,0.24,34,0.032,Completed
SSI,314,50,50,0.24,35,0.040,Completed
SSI,314,50,50,0.24,36,0.040,Completed
SSI,314,50,50,0.24,37,0.044,Completed
SSI,314,50,50,0.24,38,0.034,Completed
SSI,314,50,50,0.24,39,0.044,Completed
SSI,314,50,50,0.24,40,0.036,Completed
SSI,314,50,50,0.24,41,0.049,Completed
SSI,314,50,50,0.24,42,0.036,Completed
SSI,314,50,50,0.24,43,0.041,Completed
SSI,314,50,50,0.24,44,0.038,Completed
SSI,314,50,50,0.24,45,0.039,Completed
SSI,314,50,50,0.24,46,0.040,Completed
SSI,314,50,50,0.24,47,0.040,Completed
SSI,314,50,50,0.24,48,0.045,Completed
SSI,314,50,50,0.24,49,0.033,Completed
SSI,314,50,50,0.24,50,0.044,Completed
SSI,314,50,50,0.24,51,0.032,Completed
SSI,314,50,50,0.24,52,0.039,Completed
SSI,314,50,50,0.24,53,0.041,Completed
SSI,314,50,50,0.24,54,0.041,Completed
SSI,314,50,50,0.24,55,0.039,Completed
SSI,314,50,50,0.24,56,0.035,Completed
SSI,314,50,50,0.24,57,0.036,Completed
SSI,314,50,50,0.24,58,0.040,Completed
SSI,314,50,50,0.24,59,0.032,Completed
SSI,314,50,50,0.24,60,0.042,Completed
SSI,314,50,50,0.24,61,0.039,Completed
SSI,314,50,50,0.24,62,0.044,Completed
SSI,314,50,50,0.24,63,0.044,Completed
SSI,314,50,50,0.24,64,0.045,Completed
SSI,314,50,50,0.24,65,0.036,Completed
SSI,314,50,50,0.24,66,0.037,Completed
SSI,314,50,50,0.24,67,0.039,Completed
SSI,314,50,50,0.24,68,0.038,Completed
SSI,314,50,50,0.24,69,0.040,Completed
SSI,314,50,50,0.24,70,0.035,Completed
SSI,314,50,50,0.24,71,0.040,Completed
SSI,314,50,50,0.24,72,0.042,Completed
SSI,314,50,50,0.24,73,0.037,Completed
SSI,314,50,50,0.24,74,0.043,Completed
SSI,314,50,50,0.24,75,0.037,Completed
SSI,314,50,50,0.24,76,0.030,Completed
SSI,314,50,50,0.24,77,0.042,Completed
SSI,314,50,50,0.24,78,0.033,Completed
SSI,314,50,50,0.24,79,0.040,Completed
SSI,314,50,50,0.24,80,0.043,Completed
SSI,314,50,50,0.24,81,0.039,Completed
SSI,314,50,50,0.24,82,0.034,Completed
SSI,314,50,50,0.24,83,0.034,Completed
SSI,314,50,50,0.24,84,0.032,Completed
SSI,314,50,50,0.24,85,0.040,Completed
SSI,314,50,50,0.24,86,0.036,Completed
SSI,314,50,50,0.24,87,0.041,Completed
SSI,314,50,50,0.24,88,0.036,Completed
SSI,314,50,50,0.24,89,0.031,Completed
SSI,314,50,50,0.24,90,0.035,Completed
SSI,314,50,50,0.24,91,0.036,Completed
SSI,314,50,50,0.24,92,0.032,Completed
SSI,314,50,50,0.24,93,0.034,Completed
SSI,314,50,50,0.24,94,0.039,Completed
SSI,314,50,50,0.24,95,0.032,Completed
SSI,314,50,50,0.24,96,0.040,Completed
SSI,314,50,50,0.24,97,0.038,Completed
SSI,314,50,50,0.24,98,0.030,Completed
SSI,314,50,50,0.24,99,0.030,Completed
SSI,314,50,50,0.25,0,0.040,Completed
SSI,314,50,50,0.25,1,0.045,Completed
SSI,314,50,50,0.25,2,0.032,Completed
SSI,314,50,50,0.25,3,0.030,Completed
SSI,314,50,50,0.25,4,0.039,Completed
SSI,314,50,50,0.25,5,0.040,Completed
SSI,314,50,50,0.25,6,0.037,Completed
SSI,314,50,50,0.25,7,0.050,Completed
SSI,314,50,50,0.25,8,0.038,Completed
SSI,314,50,50,0.25,9,0.036,Completed
SSI,314,50,50,0.25,10,0.042,Completed
SSI,314,50,50,0.25,11,0.040,Completed
SSI,314,50,50,0.25,12,0.048,Completed
SSI,314,50,50,0.25,13,0.036,Completed
SSI,314,50,50,0.25,14,0.045,Completed
SSI,314,50,50,0.25,15,0.033,Completed
SSI,314,50,50,0.25,16,0.046,Completed
SSI,314,50,50,0.25,17,0.039,Completed
SSI,314,50,50,0.25,18,0.041,Completed
SSI,314,50,50,0.25,19,0.037,Completed
SSI,314,50,50,0.25,20,0.046,Completed
SSI,314,50,50,0.25,21,0.039,Completed
SSI,314,50,50,0.25,22,0.041,Completed
SSI,314,50,50,0.25,23,0.040,Completed
SSI,314,50,50,0.25,24,0.040,Completed
SSI,314,50,50,0.25,25,0.040,Completed
SSI,314,50,50,0.25,26,0.039,Completed
SSI,314,50,50,0.25,27,0.040,Completed
SSI,314,50,50,0.25,28,0.040,Completed
SSI,314,50,50,0.25,29,0.041,Completed
SSI,314,50,50,0.25,30,0.043,Completed
SSI,314,50,50,0.25,31,0.038,Completed
SSI,314,50,50,0.25,32,0.040,Completed
SSI,314,50,50,0.25,33,0.039,Completed
SSI,314,50,50,0.25,34,0.039,Completed
SSI,314,50,50,0.25,35,0.040,Completed
SSI,314,50,50,0.25,36,0.041,Completed
SSI,314,50,50,0.25,37,0.030,Completed
SSI,314,50,50,0.25,38,0.038,Completed
SSI,314,50,50,0.25,39,0.044,Completed
SSI,314,50,50,0.25,40,0.042,Completed
SSI,314,50,50,0.25,41,0.038,Completed
SSI,314,50,50,0.25,42,0.038,Completed
SSI,314,50,50,0.25,43,0.040,Completed
SSI,314,50,50,0.25,44,0.040,Completed
SSI,314,50,50,0.25,45,0.043,Completed
SSI,314,50,50,0.25,46,0.041,Completed
SSI,314,50,50,0.25,47,0.049,Completed
SSI,314,50,50,0.25,48,0.040,Completed
SSI,314,50,50,0.25,49,0.037,Completed
SSI,314,50,50,0.25,50,0.044,Completed
SSI,314,50,50,0.25,51,0.032,Completed
SSI,314,50,50,0.25,52,0.048,Completed
SSI,314,50,50,0.25,53,0.039,Completed
SSI,314,50,50,0.25,54,0.053,Completed
SSI,314,50,50,0.25,55,0.043,Completed
SSI,314,50,50,0.25,56,0.048,Completed
SSI,314,50,50,0.25,57,0.037,Completed
SSI,314,50,50,0.25,58,0.038,Completed
SSI,314,50,50,0.25,59,0.039,Completed
SSI,314,50,50,0.25,60,0.032,Completed
SSI,314,50,50,0.25,61,0.035,Completed
SSI,314,50,50,0.25,62,0.040,Completed
SSI,314,50,50,0.25,63,0.038,Completed
SSI,314,50,50,0.25,64,0.038,Completed
SSI,314,50,50,0.25,65,0.032,Completed
SSI,314,50,50,0.25,66,0.040,Completed
SSI,314,50,50,0.25,67,0.040,Completed
SSI,314,50,50,0.25,68,0.040,Completed
SSI,314,50,50,0.25,69,0.037,Completed
SSI,314,50,50,0.25,70,0.039,Completed
SSI,314,50,50,0.25,71,0.035,Completed
SSI,314,50,50,0.25,72,0.048,Completed
SSI,314,50,50,0.25,73,0.040,Completed
SSI,314,50,50,0.25,74,0.040,Completed
SSI,314,50,50,0.25,75,0.035,Completed
SSI,314,50,50,0.25,76,0.040,Completed
SSI,314,50,50,0.25,77,0.040,Completed
SSI,314,50,50,0.25,78,0.038,Completed
SSI,314,50,50,0.25,79,0.040,Completed
SSI,314,50,50,0.25,80,0.039,Completed
SSI,314,50,50,0.25,81,0.041,Completed
SSI,314,50,50,0.25,82,0.040,Completed
SSI,314,50,50,0.25,83,0.039,Completed
SSI,314,50,50,0.25,84,0.051,Completed
SSI,314,50,50,0.25,85,0.040,Completed
SSI,314,50,50,0.25,86,0.037,Completed
SSI,314,50,50,0.25,87,0.044,Completed
SSI,314,50,50,0.25,88,0.056,Completed
SSI,314,50,50,0.25,89,0.050,Completed
SSI,314,50,50,0.25,90,0.043,Completed
SSI,314,50,50,0.25,91,0.038,Completed
SSI,314,50,50,0.25,92,0.042,Completed
SSI,314,50,50,0.25,93,0.034,Completed
SSI,314,50,50,0.25,94,0.048,Completed
SSI,314,50,50,0.25,95,0.038,Completed
SSI,314,50,50,0.25,96,0.039,Completed
SSI,314,50,50,0.25,97,0.036,Completed
SSI,314,50,50,0.25,98,0.045,Completed
SSI,314,50,50,0.25,99,0.038,Completed
SSI,314,50,50,0.26,0,0.040,Completed
SSI,314,50,50,0.26,1,0.044,Completed
SSI,314,50,50,0.26,2,0.040,Completed
SSI,314,50,50,0.26,3,0.043,Completed
SSI,314,50,50,0.26,4,0.040,Completed
SSI,314,50,50,0.26,5,0.041,Completed
SSI,314,50,50,0.26,6,0.040,Completed
SSI,314,50,50,0.26,7,0.041,Completed
SSI,314,50,50,0.26,8,0.044,Completed
SSI,314,50,50,0.26,9,0.039,Completed
SSI,314,50,50,0.26,10,0.041,Completed
SSI,314,50,50,0.26,11,0.047,Completed
SSI,314,50,50,0.26,12,0.039,Completed
SSI,314,50,50,0.26,13,0.045,Completed
SSI,314,50,50,0.26,14,0.036,Completed
SSI,314,50,50,0.26,15,0.042,Completed
SSI,314,50,50,0.26,16,0.049,Completed
SSI,314,50,50,0.26,17,0.047,Completed
SSI,314,50,50,0.26,18,0.039,Completed
SSI,314,50,50,0.26,19,0.037,Completed
SSI,314,50,50,0.26,20,0.043,Completed
SSI,314,50,50,0.26,21,0.039,Completed
SSI,314,50,50,0.26,22,0.046,Completed
SSI,314,50,50,0.26,23,0.036,Completed
SSI,314,50,50,0.26,24,0.042,Completed
SSI,314,50,50,0.26,25,0.047,Completed
SSI,314,50,50,0.26,26,0.043,Completed
SSI,314,50,50,0.26,27,0.035,Completed
SSI,314,50,50,0.26,28,0.040,Completed
SSI,314,50,50,0.26,29,0.039,Completed
SSI,314,50,50,0.26,30,0.044,Completed
SSI,314,50,50,0.26,31,0.041,Completed
SSI,314,50,50,0.26,32,0.041,Completed
SSI,314,50,50,0.26,33,0.041,Completed
SSI,314,50,50,0.26,34,0.040,Completed
SSI,314,50,50,0.26,35,0.040,Completed
SSI,314,50,50,0.26,36,0.041,Completed
SSI,314,50,50,0.26,37,0.042,Completed
SSI,314,50,50,0.26,38,0.041,Completed
SSI,314,50,50,0.26,39,0.040,Completed
SSI,314,50,50,0.26,40,0.046,Completed
SSI,314,50,50,0.26,41,0.033,Completed
SSI,314,50,50,0.26,42,0.038,Completed
SSI,314,50,50,0.26,43,0.044,Completed
SSI,314,50,50,0.26,44,0.044,Completed
SSI,314,50,50,0.26,45,0.036,Completed
SSI,314,50,50,0.26,46,0.042,Completed
SSI,314,50,50,0.26,47,0.035,Completed
SSI,314,50,50,0.26,48,0.037,Completed
SSI,314,50,50,0.26,49,0.042,Completed
SSI,314,50,50,0.26,50,0.033,Completed
SSI,314,50,50,0.26,51,0.040,Completed
SSI,314,50,50,0.26,52,0.045,Completed
SSI,314,50,50,0.26,53,0.035,Completed
SSI,314,50,50,0.26,54,0.031,Completed
SSI,314,50,50,0.26,55,0.040,Completed
SSI,314,50,50,0.26,56,0.040,Completed
SSI,314,50,50,0.26,57,0.040,Completed
SSI,314,50,50,0.26,58,0.041,Completed
SSI,314,50,50,0.26,59,0.049,Completed
SSI,314,50,50,0.26,60,0.041,Completed
SSI,314,50,50,0.26,61,0.047,Completed
SSI,314,50,50,0.26,62,0.043,Completed
SSI,314,50,50,0.26,63,0.040,Completed
SSI,314,50,50,0.26,64,0.041,Completed
SSI,314,50,50,0.26,65,0.040,Completed
SSI,314,50,50,0.26,66,0.035,Completed
SSI,314,50,50,0.26,67,0.043,Completed
SSI,314,50,50,0.26,68,0.039,Completed
SSI,314,50,50,0.26,69,0.040,Completed
SSI,314,50,50,0.26,70,0.051,Completed
SSI,314,50,50,0.26,71,0.041,Completed
SSI,314,50,50,0.26,72,0.045,Completed
SSI,314,50,50,0.26,73,0.042,Completed
SSI,314,50,50,0.26,74,0.040,Completed
SSI,314,50,50,0.26,75,0.049,Completed
SSI,314,50,50,0.26,76,0.042,Completed
SSI,314,50,50,0.26,77,0.043,Completed
SSI,314,50,50,0.26,78,0.040,Completed
SSI,314,50,50,0.26,79,0.049,Completed
SSI,314,50,50,0.26,80,0.039,Completed
SSI,314,50,50,0.26,81,0.049,Completed
SSI,314,50,50,0.26,82,0.044,Completed
SSI,314,50,50,0.26,83,0.045,Completed
SSI,314,50,50,0.26,84,0.044,Completed
SSI,314,50,50,0.26,85,0.044,Completed
SSI,314,50,50,0.26,86,0.038,Completed
SSI,314,50,50,0.26,87,0.042,Completed
SSI,314,50,50,0.26,88,0.049,Completed
SSI,314,50,50,0.26,89,0.036,Completed
SSI,314,50,50,0.26,90,0.053,Completed
SSI,314,50,50,0.26,91,0.058,Completed
SSI,314,50,50,0.26,92,0.050,Completed
SSI,314,50,50,0.26,93,0.051,Completed
SSI,314,50,50,0.26,94,0.056,Completed
SSI,314,50,50,0.26,95,0.044,Completed
SSI,314,50,50,0.26,96,0.036,Completed
SSI,314,50,50,0.26,97,0.043,Completed
SSI,314,50,50,0.26,98,0.040,Completed
SSI,314,50,50,0.26,99,0.041,Completed
SSI,314,50,50,0.27,0,0.043,Completed
SSI,314,50,50,0.27,1,0.047,Completed
SSI,314,50,50,0.27,2,0.042,Completed
SSI,314,50,50,0.27,3,0.042,Completed
SSI,314,50,50,0.27,4,0.036,Completed
SSI,314,50,50,0.27,5,0.049,Completed
SSI,314,50,50,0.27,6,0.038,Completed
SSI,314,50,50,0.27,7,0.045,Completed
SSI,314,50,50,0.27,8,0.042,Completed
SSI,314,50,50,0.27,9,0.049,Completed
SSI,314,50,50,0.27,10,0.043,Completed
SSI,314,50,50,0.27,11,0.041,Completed
SSI,314,50,50,0.27,12,0.045,Completed
SSI,314,50,50,0.27,13,0.045,Completed
SSI,314,50,50,0.27,14,0.044,Completed
SSI,314,50,50,0.27,15,0.044,Completed
SSI,314,50,50,0.27,16,0.047,Completed
SSI,314,50,50,0.27,17,0.036,Completed
SSI,314,50,50,0.27,18,0.051,Completed
SSI,314,50,50,0.27,19,0.037,Completed
SSI,314,50,50,0.27,20,0.042,Completed
SSI,314,50,50,0.27,21,0.041,Completed
SSI,314,50,50,0.27,22,0.040,Completed
SSI,314,50,50,0.27,23,0.039,Completed
SSI,314,50,50,0.27,24,0.049,Completed
SSI,314,50,50,0.27,25,0.050,Completed
SSI,314,50,50,0.27,26,0.040,Completed
SSI,314,50,50,0.27,27,0.043,Completed
SSI,314,50,50,0.27,28,0.036,Completed
SSI,314,50,50,0.27,29,0.048,Completed
SSI,314,50,50,0.27,30,0.043,Completed
SSI,314,50,50,0.27,31,0.049,Completed
SSI,314,50,50,0.27,32,0.045,Completed
SSI,314,50,50,0.27,33,0.050,Completed
SSI,314,50,50,0.27,34,0.053,Completed
SSI,314,50,50,0.27,35,0.044,Completed
SSI,314,50,50,0.27,36,0.040,Completed
SSI,314,50,50,0.27,37,0.041,Completed
