Method,numP,Width,Height,Ratio,Sample,Time_s,Status,Attempts,Rejects
SSI,314,50,50,0.140,94,0.028,Completed,344,30
SSI,314,50,50,0.140,95,0.033,Completed,353,39
SSI,314,50,50,0.140,96,0.029,Completed,348,34
SSI,314,50,50,0.140,97,0.030,Completed,349,35
SSI,314,50,50,0.140,98,0.038,Completed,347,33
SSI,314,50,50,0.140,99,0.027,Completed,337,23
SSI,314,50,50,0.150,0,0.035,Completed,366,52
SSI,314,50,50,0.150,1,0.040,Completed,351,37
SSI,314,50,50,0.150,2,0.036,Completed,351,37
SSI,314,50,50,0.150,3,0.039,Completed,360,46
SSI,314,50,50,0.150,4,0.033,Completed,362,48
SSI,314,50,50,0.150,5,0.033,Completed,356,42
SSI,314,50,50,0.150,6,0.037,Completed,363,49
SSI,314,50,50,0.150,7,0.031,Completed,349,35
SSI,314,50,50,0.150,8,0.031,Completed,357,43
SSI,314,50,50,0.150,9,0.028,Completed,343,29
SSI,314,50,50,0.150,10,0.032,Completed,354,40
SSI,314,50,50,0.150,11,0.035,Completed,363,49
SSI,314,50,50,0.150,12,0.031,Completed,363,49
SSI,314,50,50,0.150,13,0.036,Completed,362,48
SSI,314,50,50,0.150,14,0.040,Completed,359,45
SSI,314,50,50,0.150,15,0.036,Completed,364,50
SSI,314,50,50,0.150,16,0.030,Completed,354,40
SSI,314,50,50,0.150,17,0.029,Completed,350,36
SSI,314,50,50,0.150,18,0.029,Completed,353,39
SSI,314,50,50,0.150,19,0.028,Completed,342,28
SSI,314,50,50,0.150,20,0.029,Completed,364,50
SSI,314,50,50,0.150,21,0.030,Completed,353,39
SSI,314,50,50,0.150,22,0.028,Completed,350,36
SSI,314,50,50,0.150,23,0.030,Completed,354,40
SSI,314,50,50,0.150,24,0.030,Completed,366,52
SSI,314,50,50,0.150,25,0.029,Completed,355,41
SSI,314,50,50,0.150,26,0.030,Completed,373,59
SSI,314,50,50,0.150,27,0.030,Completed,355,41
SSI,314,50,50,0.150,28,0.029,Completed,370,56
SSI,314,50,50,0.150,29,0.030,Completed,359,45
SSI,314,50,50,0.150,30,0.030,Completed,356,42
SSI,314,50,50,0.150,31,0.034,Completed,388,74
SSI,314,50,50,0.150,32,0.031,Completed,364,50
SSI,314,50,50,0.150,33,0.035,Completed,365,51
SSI,314,50,50,0.150,34,0.028,Completed,353,39
SSI,314,50,50,0.150,35,0.030,Completed,359,45
SSI,314,50,50,0.150,36,0.029,Completed,346,32
SSI,314,50,50,0.150,37,0.029,Completed,357,43
SSI,314,50,50,0.150,38,0.027,Completed,357,43
SSI,314,50,50,0.150,39,0.027,Completed,356,42
SSI,314,50,50,0.150,40,0.030,Completed,363,49
SSI,314,50,50,0.150,41,0.029,Completed,356,42
SSI,314,50,50,0.150,42,0.029,Completed,356,42
SSI,314,50,50,0.150,43,0.031,Completed,356,42
SSI,314,50,50,0.150,44,0.028,Completed,352,38
SSI,314,50,50,0.150,45,0.030,Completed,361,47
SSI,314,50,50,0.150,46,0.030,Completed,351,37
SSI,314,50,50,0.150,47,0.027,Completed,341,27
SSI,314,50,50,0.150,48,0.028,Completed,361,47
SSI,314,50,50,0.150,49,0.029,Completed,363,49
SSI,314,50,50,0.150,50,0.029,Completed,359,45
SSI,314,50,50,0.150,51,0.027,Completed,356,42
SSI,314,50,50,0.150,52,0.029,Completed,353,39
SSI,314,50,50,0.150,53,0.029,Completed,350,36
SSI,314,50,50,0.150,54,0.028,Completed,355,41
SSI,314,50,50,0.150,55,0.028,Completed,350,36
SSI,314,50,50,0.150,56,0.029,Completed,350,36
SSI,314,50,50,0.150,57,0.030,Completed,357,43
SSI,314,50,50,0.150,58,0.030,Completed,356,42
SSI,314,50,50,0.150,59,0.030,Completed,355,41
SSI,314,50,50,0.150,60,0.030,Completed,354,40
SSI,314,50,50,0.150,61,0.028,Completed,365,51
SSI,314,50,50,0.150,62,0.032,Completed,355,41
SSI,314,50,50,0.150,63,0.031,Completed,352,38
SSI,314,50,50,0.150,64,0.028,Completed,346,32
SSI,314,50,50,0.150,65,0.030,Completed,362,48
SSI,314,50,50,0.150,66,0.028,Completed,358,44
SSI,314,50,50,0.150,67,0.027,Completed,344,30
SSI,314,50,50,0.150,68,0.030,Completed,363,49
SSI,314,50,50,0.150,69,0.030,Completed,363,49
SSI,314,50,50,0.150,70,0.030,Completed,357,43
SSI,314,50,50,0.150,71,0.029,Completed,364,50
SSI,314,50,50,0.150,72,0.032,Completed,380,66
SSI,314,50,50,0.150,73,0.028,Completed,339,25
SSI,314,50,50,0.150,74,0.029,Completed,347,33
SSI,314,50,50,0.150,75,0.028,Completed,344,30
SSI,314,50,50,0.150,76,0.030,Completed,373,59
SSI,314,50,50,0.150,77,0.030,Completed,364,50
SSI,314,50,50,0.150,78,0.027,Completed,350,36
SSI,314,50,50,0.150,79,0.030,Completed,357,43
SSI,314,50,50,0.150,80,0.030,Completed,361,47
SSI,314,50,50,0.150,81,0.029,Completed,360,46
SSI,314,50,50,0.150,82,0.030,Completed,367,53
SSI,314,50,50,0.150,83,0.030,Completed,362,48
SSI,314,50,50,0.150,84,0.030,Completed,364,50
SSI,314,50,50,0.150,85,0.029,Completed,358,44
SSI,314,50,50,0.150,86,0.027,Completed,349,35
SSI,314,50,50,0.150,87,0.030,Completed,372,58
SSI,314,50,50,0.150,88,0.029,Completed,358,44
SSI,314,50,50,0.150,89,0.031,Completed,369,55
SSI,314,50,50,0.150,90,0.030,Completed,356,42
SSI,314,50,50,0.150,91,0.029,Completed,359,45
SSI,314,50,50,0.150,92,0.028,Completed,344,30
SSI,314,50,50,0.150,93,0.029,Completed,356,42
SSI,314,50,50,0.150,94,0.035,Completed,370,56
SSI,314,50,50,0.150,95,0.031,Completed,349,35
SSI,314,50,50,0.150,96,0.030,Completed,357,43
SSI,314,50,50,0.150,97,0.031,Completed,363,49
SSI,314,50,50,0.150,98,0.030,Completed,360,46
SSI,314,50,50,0.150,99,0.032,Completed,358,44
SSI,314,50,50,0.160,0,0.032,Completed,377,63
SSI,314,50,50,0.160,1,0.038,Completed,364,50
SSI,314,50,50,0.160,2,0.033,Completed,356,42
SSI,314,50,50,0.160,3,0.030,Completed,372,58
SSI,314,50,50,0.160,4,0.029,Completed,368,54
SSI,314,50,50,0.160,5,0.030,Completed,364,50
SSI,314,50,50,0.160,6,0.030,Completed,358,44
SSI,314,50,50,0.160,7,0.029,Completed,365,51
SSI,314,50,50,0.160,8,0.030,Completed,360,46
SSI,314,50,50,0.160,9,0.028,Completed,360,46
SSI,314,50,50,0.160,10,0.029,Completed,362,48
SSI,314,50,50,0.160,11,0.029,Completed,357,43
SSI,314,50,50,0.160,12,0.032,Completed,378,64
SSI,314,50,50,0.160,13,0.031,Completed,362,48
SSI,314,50,50,0.160,14,0.030,Completed,353,39
SSI,314,50,50,0.160,15,0.031,Completed,351,37
SSI,314,50,50,0.160,16,0.031,Completed,376,62
SSI,314,50,50,0.160,17,0.030,Completed,363,49
SSI,314,50,50,0.160,18,0.030,Completed,365,51
SSI,314,50,50,0.160,19,0.030,Completed,360,46
SSI,314,50,50,0.160,20,0.029,Completed,353,39
SSI,314,50,50,0.160,21,0.031,Completed,366,52
SSI,314,50,50,0.160,22,0.029,Completed,348,34
SSI,314,50,50,0.160,23,0.032,Completed,361,47
SSI,314,50,50,0.160,24,0.040,Completed,374,60
SSI,314,50,50,0.160,25,0.032,Completed,353,39
SSI,314,50,50,0.160,26,0.034,Completed,389,75
SSI,314,50,50,0.160,27,0.029,Completed,364,50
SSI,314,50,50,0.160,28,0.030,Completed,362,48
SSI,314,50,50,0.160,29,0.032,Completed,368,54
SSI,314,50,50,0.160,30,0.030,Completed,362,48
SSI,314,50,50,0.160,31,0.030,Completed,372,58
SSI,314,50,50,0.160,32,0.028,Completed,367,53
SSI,314,50,50,0.160,33,0.030,Completed,367,53
SSI,314,50,50,0.160,34,0.029,Completed,363,49
SSI,314,50,50,0.160,35,0.031,Completed,367,53
SSI,314,50,50,0.160,36,0.030,Completed,357,43
SSI,314,50,50,0.160,37,0.034,Completed,373,59
SSI,314,50,50,0.160,38,0.029,Completed,365,51
SSI,314,50,50,0.160,39,0.029,Completed,357,43
SSI,314,50,50,0.160,40,0.029,Completed,362,48
SSI,314,50,50,0.160,41,0.030,Completed,369,55
SSI,314,50,50,0.160,42,0.031,Completed,367,53
SSI,314,50,50,0.160,43,0.032,Completed,376,62
SSI,314,50,50,0.160,44,0.033,Completed,381,67
SSI,314,50,50,0.160,45,0.030,Completed,356,42
SSI,314,50,50,0.160,46,0.029,Completed,360,46
SSI,314,50,50,0.160,47,0.030,Completed,372,58
SSI,314,50,50,0.160,48,0.030,Completed,360,46
SSI,314,50,50,0.160,49,0.030,Completed,360,46
SSI,314,50,50,0.160,50,0.028,Completed,360,46
SSI,314,50,50,0.160,51,0.030,Completed,368,54
SSI,314,50,50,0.160,52,0.031,Completed,362,48
SSI,314,50,50,0.160,53,0.028,Completed,349,35
SSI,314,50,50,0.160,54,0.034,Completed,379,65
SSI,314,50,50,0.160,55,0.030,Completed,356,42
SSI,314,50,50,0.160,56,0.030,Completed,371,57
SSI,314,50,50,0.160,57,0.032,Completed,370,56
SSI,314,50,50,0.160,58,0.033,Completed,378,64
SSI,314,50,50,0.160,59,0.030,Completed,365,51
SSI,314,50,50,0.160,60,0.031,Completed,377,63
SSI,314,50,50,0.160,61,0.030,Completed,374,60
SSI,314,50,50,0.160,62,0.029,Completed,362,48
SSI,314,50,50,0.160,63,0.029,Completed,358,44
SSI,314,50,50,0.160,64,0.030,Completed,362,48
SSI,314,50,50,0.160,65,0.028,Completed,352,38
SSI,314,50,50,0.160,66,0.030,Completed,364,50
SSI,314,50,50,0.160,67,0.031,Completed,364,50
SSI,314,50,50,0.160,68,0.031,Completed,369,55
SSI,314,50,50,0.160,69,0.029,Completed,360,46
SSI,314,50,50,0.160,70,0.028,Completed,365,51
SSI,314,50,50,0.160,71,0.028,Completed,353,39
SSI,314,50,50,0.160,72,0.029,Completed,359,45
SSI,314,50,50,0.160,73,0.030,Completed,373,59
SSI,314,50,50,0.160,74,0.030,Completed,365,51
SSI,314,50,50,0.160,75,0.031,Completed,365,51
SSI,314,50,50,0.160,76,0.030,Completed,369,55
SSI,314,50,50,0.160,77,0.029,Completed,358,44
SSI,314,50,50,0.160,78,0.030,Completed,364,50
SSI,314,50,50,0.160,79,0.032,Completed,373,59
SSI,314,50,50,0.160,80,0.030,Completed,371,57
SSI,314,50,50,0.160,81,0.029,Completed,361,47
SSI,314,50,50,0.160,82,0.032,Completed,377,63
SSI,314,50,50,0.160,83,0.030,Completed,354,40
SSI,314,50,50,0.160,84,0.029,Completed,356,42
SSI,314,50,50,0.160,85,0.032,Completed,363,49
SSI,314,50,50,0.160,86,0.029,Completed,351,37
SSI,314,50,50,0.160,87,0.028,Completed,366,52
SSI,314,50,50,0.160,88,0.030,Completed,363,49
SSI,314,50,50,0.160,89,0.033,Completed,377,63
SSI,314,50,50,0.160,90,0.030,Completed,355,41
SSI,314,50,50,0.160,91,0.029,Completed,358,44
SSI,314,50,50,0.160,92,0.030,Completed,369,55
SSI,314,50,50,0.160,93,0.029,Completed,363,49
SSI,314,50,50,0.160,94,0.031,Completed,365,51
SSI,314,50,50,0.160,95,0.028,Completed,360,46
SSI,314,50,50,0.160,96,0.030,Completed,375,61
SSI,314,50,50,0.160,97,0.028,Completed,355,41
SSI,314,50,50,0.160,98,0.030,Completed,364,50
SSI,314,50,50,0.160,99,0.029,Completed,364,50
SSI,314,50,50,0.170,0,0.030,Completed,371,57
SSI,314,50,50,0.170,1,0.030,Completed,376,62
SSI,314,50,50,0.170,2,0.029,Completed,373,59
SSI,314,50,50,0.170,3,0.031,Completed,374,60
SSI,314,50,50,0.170,4,0.029,Completed,373,59
SSI,314,50,50,0.170,5,0.032,Completed,380,66
SSI,314,50,50,0.170,6,0.037,Completed,366,52
SSI,314,50,50,0.170,7,0.030,Completed,375,61
SSI,314,50,50,0.170,8,0.031,Completed,358,44
SSI,314,50,50,0.170,9,0.048,Completed,367,53
SSI,314,50,50,0.170,10,0.055,Completed,385,71
SSI,314,50,50,0.170,11,0.036,Completed,366,52
SSI,314,50,50,0.170,12,0.031,Completed,363,49
SSI,314,50,50,0.170,13,0.034,Completed,376,62
SSI,314,50,50,0.170,14,0.033,Completed,366,52
SSI,314,50,50,0.170,15,0.032,Completed,382,68
SSI,314,50,50,0.170,16,0.030,Completed,360,46
SSI,314,50,50,0.170,17,0.031,Completed,359,45
SSI,314,50,50,0.170,18,0.030,Completed,374,60
SSI,314,50,50,0.170,19,0.031,Completed,367,53
SSI,314,50,50,0.170,20,0.031,Completed,357,43
SSI,314,50,50,0.170,21,0.030,Completed,365,51
SSI,314,50,50,0.170,22,0.030,Completed,365,51
SSI,314,50,50,0.170,23,0.031,Completed,384,70
SSI,314,50,50,0.170,24,0.031,Completed,367,53
SSI,314,50,50,0.170,25,0.030,Completed,366,52
SSI,314,50,50,0.170,26,0.032,Completed,372,58
SSI,314,50,50,0.170,27,0.031,Completed,378,64
SSI,314,50,50,0.170,28,0.030,Completed,365,51
SSI,314,50,50,0.170,29,0.029,Completed,371,57
SSI,314,50,50,0.170,30,0.034,Completed,384,70
SSI,314,50,50,0.170,31,0.039,Completed,378,64
SSI,314,50,50,0.170,32,0.034,Completed,385,71
SSI,314,50,50,0.170,33,0.030,Completed,360,46
SSI,314,50,50,0.170,34,0.032,Completed,378,64
SSI,314,50,50,0.170,35,0.030,Completed,355,41
SSI,314,50,50,0.170,36,0.032,Completed,377,63
SSI,314,50,50,0.170,37,0.032,Completed,374,60
SSI,314,50,50,0.170,38,0.031,Completed,360,46
SSI,314,50,50,0.170,39,0.031,Completed,372,58
SSI,314,50,50,0.170,40,0.031,Completed,365,51
SSI,314,50,50,0.170,41,0.033,Completed,377,63
